disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2
2215,2215,365,RUS,2,USA,1958,27,6,1958,7,7,1958,7,3,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,11,11,16,16,0,65,65,75,0,0,0,0,0
2216,2216,2,USA,365,RUS,1958,7,11,1958,7,11,1958,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,0
2216,2216,365,RUS,2,USA,1958,7,11,1958,7,11,1958,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0
2218,2218,2,USA,365,RUS,1963,2,4,1963,2,4,1963,5,3,0,19,4,0,1,2,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,0
2218,2218,365,RUS,2,USA,1963,2,4,1963,2,4,1963,5,3,0,19,4,0,1,2,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0
2218,2218,260,GFR,365,RUS,1963,2,4,1963,2,4,1963,5,3,0,19,4,0,1,2,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,0
2218,2218,365,RUS,260,GFR,1963,2,4,1963,2,4,1963,5,3,0,19,4,0,1,2,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0
2219,2219,2,USA,365,RUS,1962,14,2,1962,14,8,1962,5,3,0,9,3,0,2,2,0,0,0,0,7,3,0,1,1,1,0,9,3,0,4,2,3,1,0,1,182,182,7,7,7,49,49,49,0,0,0,0,0
2219,2219,365,RUS,2,USA,1962,14,2,1962,14,8,1962,5,3,0,9,3,0,2,2,1,1,1,0,9,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,182,182,7,7,7,49,49,49,0,0,0,0,0
2219,2219,260,GFR,265,GDR,1961,19,11,1961,14,8,1962,0,0,0,18,4,1,2,2,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,43,43,17,17,17,75,75,75,0,0,0,0,0
2219,2219,260,GFR,265,GDR,1962,19,11,1961,14,8,1962,5,3,1,18,4,1,2,2,0,0,0,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,2,227,270,17,17,17,75,75,75,0,0,0,0,0
2219,2219,265,GDR,260,GFR,1961,19,11,1961,14,8,1962,0,0,0,18,4,1,2,2,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,43,43,17,17,17,75,75,75,0,0,0,0,0
2219,2219,265,GDR,260,GFR,1962,19,11,1961,14,8,1962,5,3,1,18,4,1,2,2,1,1,1,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,2,227,270,17,17,17,75,75,75,0,0,0,0,0
2220,2220,2,USA,365,RUS,1964,28,1,1964,27,3,1964,7,3,1,19,4,0,1,1,1,0,0,1,14,3,1,0,0,0,0,19,4,1,1,3,1,3,0,1,60,60,16,12,16,65,65,65,0,0,0,0,0
2220,2220,365,RUS,2,USA,1964,28,1,1964,27,3,1964,7,3,1,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,1,14,3,1,3,1,3,1,0,1,60,60,16,16,12,65,65,65,0,0,0,0,0
2221,2221,2,USA,365,RUS,1970,21,10,1970,10,11,1970,7,3,0,17,4,0,1,1,1,0,0,0,14,3,1,0,0,0,0,17,4,1,1,3,1,3,0,1,21,21,15,12,15,81,65,81,0,0,0,0,0
2221,2221,365,RUS,2,USA,1970,21,10,1970,10,11,1970,7,3,0,17,4,0,1,1,0,0,0,0,17,4,1,1,0,0,0,14,3,1,3,1,3,1,0,1,21,21,15,15,12,81,81,65,0,0,0,0,0
2222,2222,2,USA,365,RUS,1977,9,4,1977,10,4,1977,7,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,2,2,15,15,0,81,81,30,0,0,0,0,0
2222,2222,365,RUS,2,USA,1977,9,4,1977,10,4,1977,7,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,2,2,15,0,15,81,30,81,0,0,0,0,0
2223,2223,2,USA,365,RUS,1978,19,11,1978,2,1,1979,0,0,0,8,3,0,1,1,0,0,0,0,8,3,1,1,1,2,0,2,2,1,3,1,3,1,0,1,43,43,7,7,1,49,49,30,0,0,0,0,0
2223,2223,2,USA,365,RUS,1979,19,11,1978,2,1,1979,3,3,0,8,3,0,1,1,0,0,0,0,8,3,1,1,1,2,0,2,2,1,3,1,3,1,0,2,3,46,7,7,1,49,49,30,0,0,0,0,0
2223,2223,365,RUS,2,USA,1978,19,11,1978,2,1,1979,0,0,0,8,3,0,1,1,1,1,2,0,2,2,1,0,0,0,0,8,3,1,1,3,1,3,0,1,43,43,7,1,7,49,30,49,0,0,0,0,0
2223,2223,365,RUS,2,USA,1979,19,11,1978,2,1,1979,4,3,0,8,3,0,1,1,1,1,2,0,2,2,1,0,0,0,0,8,3,1,1,3,1,3,0,2,3,46,7,1,7,49,30,49,0,0,0,0,0
2224,2224,2,USA,365,RUS,1979,9,8,1979,10,8,1979,7,1,0,17,4,0,1,1,0,0,0,0,8,3,1,1,0,0,0,17,4,1,3,1,3,1,0,1,2,2,15,7,15,81,49,81,0,0,0,0,0
2224,2224,365,RUS,2,USA,1979,9,8,1979,10,8,1979,7,1,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,8,3,1,1,3,1,3,0,1,2,2,15,15,7,81,81,49,0,0,0,0,0
2225,2225,2,USA,40,CUB,1979,4,9,1979,20,11,1979,5,3,0,7,3,0,2,1,0,0,0,0,7,3,1,1,0,0,0,0,1,0,3,2,1,3,0,1,78,78,7,7,0,49,49,30,0,0,0,0,0
2225,2225,40,CUB,2,USA,1979,4,9,1979,20,11,1979,5,3,0,7,3,0,2,1,1,0,0,0,0,1,0,0,0,0,0,7,3,1,2,3,3,1,0,1,78,78,7,0,7,49,30,49,0,0,0,0,0
2225,2225,2,USA,365,RUS,1979,31,8,1979,20,11,1979,5,3,0,7,3,0,2,1,0,0,0,0,7,3,1,1,1,2,0,7,3,1,3,1,3,1,0,1,82,82,7,7,7,49,49,49,0,0,0,0,0
2225,2225,365,RUS,2,USA,1979,31,8,1979,20,11,1979,5,3,0,7,3,0,2,1,1,1,2,0,7,3,1,0,0,0,0,7,3,1,1,3,1,3,0,1,82,82,7,7,7,49,49,49,0,0,0,0,0
2226,2226,2,USA,365,RUS,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,1,0,0,0,8,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,75,0,0,0,0,0
2226,2226,365,RUS,2,USA,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,75,49,0,0,0,0,0
2226,2226,20,CAN,365,RUS,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,1,0,0,0,8,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,75,0,0,0,0,0
2226,2226,365,RUS,20,CAN,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,75,49,0,0,0,0,0
2226,2226,200,UKG,365,RUS,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,1,0,0,0,8,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,84,0,0,0,0,0
2226,2226,365,RUS,200,UKG,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,84,49,0,0,0,0,0
2226,2226,210,NTH,365,RUS,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,1,0,0,0,8,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,49,0,0,0,0,0
2226,2226,365,RUS,210,NTH,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,49,49,0,0,0,0,0
2226,2226,260,GFR,365,RUS,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,1,0,0,0,8,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,75,0,0,0,0,0
2226,2226,365,RUS,260,GFR,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,75,49,0,0,0,0,0
2226,2226,325,ITA,365,RUS,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,1,0,0,0,8,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,75,0,0,0,0,0
2226,2226,365,RUS,325,ITA,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,75,49,0,0,0,0,0
2226,2226,365,RUS,385,NOR,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,0,1,2,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,30,49,0,0,0,0,0
2226,2226,385,NOR,365,RUS,1980,13,3,1980,19,3,1980,5,3,0,8,3,0,7,1,1,0,0,0,8,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,30,0,0,0,0,0
2228,2228,2,USA,365,RUS,1981,12,5,1981,14,5,1981,7,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,3,3,15,15,0,81,81,75,0,0,0,0,0
2228,2228,365,RUS,2,USA,1981,12,5,1981,14,5,1981,7,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,3,3,15,0,15,81,75,81,0,0,0,0,0
2229,2229,2,USA,365,RUS,1982,30,9,1982,24,1,1983,0,0,0,16,4,0,1,2,0,0,0,0,9,3,0,1,1,1,0,16,4,1,4,1,1,3,0,1,93,93,14,7,14,84,49,84,0,0,0,0,0
2229,2229,2,USA,365,RUS,1983,30,9,1982,24,1,1983,5,3,0,16,4,0,1,2,0,0,0,0,9,3,0,1,1,1,0,16,4,1,4,1,1,3,0,2,25,118,14,7,14,84,49,84,0,0,0,0,0
2229,2229,365,RUS,2,USA,1982,30,9,1982,24,1,1983,0,0,0,16,4,0,1,2,1,1,1,0,16,4,1,0,0,0,0,9,3,0,1,4,3,1,0,1,93,93,14,14,7,84,84,49,0,0,0,0,0
2229,2229,365,RUS,2,USA,1983,30,9,1982,24,1,1983,5,3,0,16,4,0,1,2,1,1,1,0,16,4,1,0,0,0,0,9,3,0,1,4,3,1,0,2,25,118,14,14,7,84,84,49,0,0,0,0,0
2229,2229,365,RUS,740,JPN,1982,23,6,1982,24,1,1983,0,0,0,16,4,0,1,2,1,1,1,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,192,192,14,14,0,84,84,75,0,0,0,0,0
2229,2229,365,RUS,740,JPN,1983,23,6,1982,24,1,1983,5,3,0,16,4,0,1,2,1,1,1,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,2,25,217,14,14,0,84,84,75,0,0,0,0,0
2229,2229,740,JPN,365,RUS,1982,23,6,1982,24,1,1983,0,0,0,16,4,0,1,2,0,0,0,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,192,192,14,0,14,84,0,84,0,0,0,0,0
2229,2229,740,JPN,365,RUS,1983,23,6,1982,24,1,1983,5,3,0,16,4,0,1,2,0,0,0,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,2,25,217,14,0,14,84,65,84,0,0,0,0,0
2230,2230,2,USA,365,RUS,1984,12,9,1984,19,9,1984,7,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,8,8,15,0,15,81,75,81,0,0,0,0,0
2230,2230,365,RUS,2,USA,1984,12,9,1984,19,9,1984,7,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,8,8,15,15,0,81,81,75,0,0,0,0,0
2231,2231,2,USA,365,RUS,1983,24,11,1983,20,5,1984,0,0,0,9,3,0,2,2,0,0,0,0,9,3,1,1,0,0,0,7,3,1,3,1,3,1,0,1,38,38,7,7,7,49,49,49,0,0,0,0,0
2231,2231,2,USA,365,RUS,1984,24,11,1983,20,5,1984,5,3,0,9,3,0,2,2,0,0,0,0,9,3,1,1,0,0,0,7,3,1,3,1,3,1,0,2,142,180,7,7,7,49,49,49,0,0,0,0,0
2231,2231,365,RUS,2,USA,1983,24,11,1983,20,5,1984,0,0,0,9,3,0,2,2,1,0,0,0,7,3,1,0,0,0,0,9,3,1,1,3,1,3,0,1,38,38,7,7,7,49,49,49,0,0,0,0,0
2231,2231,365,RUS,2,USA,1984,24,11,1983,20,5,1984,5,3,0,9,3,0,2,2,1,0,0,0,7,3,1,0,0,0,0,9,3,1,1,3,1,3,0,2,142,180,7,7,7,49,49,49,0,0,0,0,0
2231,2231,260,GFR,315,CZE,1984,20,4,1984,20,5,1984,5,3,0,19,4,0,2,2,0,0,0,0,7,3,0,1,0,0,0,19,4,0,4,2,3,1,0,1,31,31,16,7,16,65,49,65,0,0,0,0,0
2231,2231,315,CZE,260,GFR,1984,20,4,1984,20,5,1984,5,3,0,19,4,0,2,2,1,0,0,0,19,4,0,0,0,0,0,7,3,0,2,4,1,3,0,1,31,31,16,16,7,65,65,49,0,0,0,0,0
2232,2232,2,USA,265,GDR,1985,6,6,1985,7,9,1985,5,3,1,14,4,0,2,2,1,0,0,0,14,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,94,94,12,12,0,65,65,65,0,0,0,0,0
2232,2232,265,GDR,2,USA,1985,6,6,1985,7,9,1985,5,3,1,14,4,0,2,2,0,0,0,0,0,1,1,1,0,0,0,14,3,0,3,2,3,1,0,1,94,94,12,0,12,65,65,65,0,0,0,0,0
2232,2232,2,USA,365,RUS,1985,24,3,1985,7,9,1985,5,3,1,19,4,0,2,2,1,0,0,1,14,3,1,0,0,0,0,19,4,1,1,3,1,3,0,1,168,168,16,12,16,65,65,65,0,0,0,0,0
2232,2232,365,RUS,2,USA,1985,24,3,1985,7,9,1985,5,3,1,19,4,0,2,2,0,0,0,0,19,4,1,1,0,0,1,14,3,1,3,1,3,1,0,1,168,168,16,16,12,65,65,65,0,0,0,0,0
2232,2232,200,UKG,265,GDR,1985,6,6,1985,7,9,1985,5,3,1,14,4,0,2,2,1,0,0,0,14,3,0,0,0,0,0,14,3,1,2,3,1,3,0,1,94,94,12,12,12,65,65,65,0,0,0,0,0
2232,2232,265,GDR,200,UKG,1985,6,6,1985,7,9,1985,5,3,1,14,4,0,2,2,0,0,0,0,14,3,1,1,0,0,0,14,3,0,3,2,3,1,0,1,94,94,12,12,12,65,65,65,0,0,0,0,0
2233,2233,2,USA,365,RUS,1986,13,3,1986,13,3,1986,5,3,0,8,3,0,1,1,1,0,0,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,75,0,0,0,0,0
2233,2233,365,RUS,2,USA,1986,13,3,1986,13,3,1986,5,3,0,8,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,8,3,1,3,1,3,1,0,1,1,1,7,0,7,49,75,49,0,0,0,0,0
2234,2234,2,USA,41,HAI,1911,16,7,1911,3,8,1911,5,3,0,8,3,0,2,1,1,1,3,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,19,19,7,7,0,49,49,75,0,0,0,0,0
2234,2234,41,HAI,2,USA,1911,16,7,1911,3,8,1911,5,3,0,8,3,0,2,1,0,0,0,0,0,1,1,1,1,3,0,8,3,1,3,1,3,1,0,1,19,19,7,0,7,49,75,49,0,0,0,0,0
2234,2234,41,HAI,255,GMY,1911,16,7,1911,3,8,1911,5,3,0,8,3,0,2,1,0,0,0,0,0,1,1,1,1,3,0,8,3,1,3,1,3,1,0,1,19,19,7,0,7,49,75,49,0,0,0,0,0
2234,2234,255,GMY,41,HAI,1911,16,7,1911,3,8,1911,5,3,0,8,3,0,2,1,1,1,3,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,19,19,7,7,0,49,49,75,0,0,0,0,0
2236,2236,140,BRA,150,PAR,1856,10,8,1856,12,2,1858,0,0,0,15,4,0,1,1,0,0,0,0,12,3,1,1,1,1,0,15,4,1,3,1,3,1,0,1,144,144,13,10,13,96,82,96,0,0,0,0,0
2236,2236,140,BRA,150,PAR,1857,10,8,1856,12,2,1858,0,0,0,15,4,0,1,1,0,0,0,0,12,3,1,1,1,1,0,15,4,1,3,1,3,1,0,2,365,509,13,10,13,96,82,96,0,0,0,0,0
2236,2236,140,BRA,150,PAR,1858,10,8,1856,12,2,1858,3,1,0,15,4,0,1,1,0,0,0,0,12,3,1,1,1,1,0,15,4,1,3,1,3,1,0,3,44,553,13,10,13,96,82,96,0,0,0,0,0
2236,2236,150,PAR,140,BRA,1856,10,8,1856,12,2,1858,0,0,0,15,4,0,1,1,1,1,1,0,15,4,1,0,0,0,0,12,3,1,1,3,1,3,0,1,144,144,13,13,10,96,96,82,0,0,0,0,0
2236,2236,150,PAR,140,BRA,1857,10,8,1856,12,2,1858,0,0,0,15,4,0,1,1,1,1,1,0,15,4,1,0,0,0,0,12,3,1,1,3,1,3,0,2,365,509,13,13,10,96,96,82,0,0,0,0,0
2236,2236,150,PAR,140,BRA,1858,10,8,1856,12,2,1858,4,1,0,15,4,0,1,1,1,1,1,0,15,4,1,0,0,0,0,12,3,1,1,3,1,3,0,3,44,553,13,13,10,96,96,82,0,0,0,0,0
2237,2237,101,VEN,110,GUY,1981,24,7,1981,5,9,1982,0,0,0,12,3,0,1,2,1,1,1,0,9,3,1,0,0,0,0,12,3,1,1,3,1,3,0,1,161,161,10,7,10,82,49,82,0,0,0,0,0
2237,2237,101,VEN,110,GUY,1982,24,7,1981,5,9,1982,5,3,0,12,3,0,1,2,1,1,1,0,9,3,1,0,0,0,0,12,3,1,1,3,1,3,0,2,249,410,10,7,10,82,49,82,0,0,0,0,0
2237,2237,110,GUY,101,VEN,1981,24,7,1981,5,9,1982,0,0,0,12,3,0,1,2,0,0,0,0,12,3,1,1,1,1,0,9,3,1,3,1,3,1,0,1,161,161,10,10,7,82,82,49,0,0,0,0,0
2237,2237,110,GUY,101,VEN,1982,24,7,1981,5,9,1982,5,3,0,12,3,0,1,2,0,0,0,0,12,3,1,1,1,1,0,9,3,1,3,1,3,1,0,2,249,410,10,10,7,82,82,49,0,0,0,0,0
2237,2237,101,VEN,200,UKG,1982,30,4,1982,30,4,1982,5,3,0,9,3,0,1,2,1,1,1,0,9,3,1,0,0,0,0,2,2,0,1,4,1,3,0,1,1,1,7,7,1,49,49,30,0,0,0,0,0
2237,2237,200,UKG,101,VEN,1982,30,4,1982,30,4,1982,5,3,0,9,3,0,1,2,0,0,0,0,2,2,0,1,1,1,0,9,3,1,4,1,3,1,0,1,1,1,7,1,7,49,30,49,0,0,0,0,0
2239,2239,101,VEN,110,GUY,1969,18,1,1969,20,1,1969,5,3,0,10,3,0,1,1,1,1,1,0,7,3,1,0,0,0,0,10,3,1,1,3,1,3,0,1,3,3,8,7,8,20,49,20,0,0,0,0,0
2239,2239,110,GUY,101,VEN,1969,18,1,1969,20,1,1969,5,3,0,10,3,0,1,1,0,0,0,0,10,3,1,1,1,1,0,7,3,1,3,1,3,1,0,1,3,3,8,8,7,20,20,49,0,0,0,0,0
2240,2240,101,VEN,110,GUY,1970,19,2,1970,22,2,1970,5,3,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,4,4,17,17,17,75,75,75,0,0,0,0,0
2240,2240,110,GUY,101,VEN,1970,19,2,1970,22,2,1970,5,3,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,4,4,17,17,17,75,75,75,0,0,0,0,0
2242,2242,135,PER,155,CHL,1860,16,8,1860,16,8,1860,5,3,0,2,2,0,1,1,0,1,4,0,0,1,1,1,0,0,0,2,2,1,3,1,3,1,0,1,1,1,1,0,1,30,49,30,0,0,0,0,0
2242,2242,155,CHL,135,PER,1860,16,8,1860,16,8,1860,5,3,0,2,2,0,1,1,1,0,0,0,2,2,1,0,1,4,0,0,1,1,1,3,1,3,0,1,1,1,1,1,0,30,30,49,0,0,0,0,0
2244,2244,2,USA,731,PRK,1954,1,2,1954,10,11,1956,0,0,0,19,4,1,1,3,0,0,0,0,19,4,0,1,1,1,0,18,4,1,4,1,1,3,0,1,334,334,16,16,17,65,65,75,0,0,0,0,0
2244,2244,2,USA,731,PRK,1955,1,2,1954,10,11,1956,0,0,0,19,4,1,1,3,0,0,0,0,19,4,0,1,1,1,0,18,4,1,4,1,1,3,0,2,365,699,16,16,17,65,65,75,0,0,0,0,0
2244,2244,2,USA,731,PRK,1956,1,2,1954,10,11,1956,5,3,2,19,4,1,1,3,0,0,0,0,19,4,0,1,1,1,1,18,4,1,4,1,1,3,0,3,316,1015,16,16,17,65,65,75,0,0,0,0,0
2244,2244,731,PRK,2,USA,1954,1,2,1954,10,11,1956,0,0,0,19,4,1,1,3,1,1,1,0,18,4,1,0,0,0,0,19,4,0,1,4,3,1,0,1,334,334,16,17,16,65,75,65,0,0,0,0,0
2244,2244,731,PRK,2,USA,1955,1,2,1954,10,11,1956,0,0,0,19,4,1,1,3,1,1,1,0,18,4,1,0,0,0,0,19,4,0,1,4,3,1,0,2,365,699,16,17,16,65,75,65,0,0,0,0,0
2244,2244,731,PRK,2,USA,1956,1,2,1954,10,11,1956,5,3,2,19,4,1,1,3,1,1,1,1,18,4,1,0,0,0,0,19,4,0,1,4,3,1,0,3,316,1015,16,17,16,65,75,65,0,0,0,0,0
2244,2244,713,TAW,731,PRK,1955,7,1,1955,7,11,1955,5,3,2,19,4,1,1,3,0,0,0,0,19,4,0,1,1,1,1,18,4,1,4,1,3,1,0,1,305,305,16,16,17,65,65,75,0,0,0,0,0
2244,2244,731,PRK,713,TAW,1955,7,1,1955,7,11,1955,5,3,2,19,4,1,1,3,1,1,1,1,18,4,1,0,0,0,0,19,4,0,1,4,1,3,0,1,305,305,16,17,16,65,75,65,0,0,0,0,0
2244,2244,731,PRK,732,ROK,1954,13,1,1954,10,11,1956,0,0,0,18,4,1,1,3,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,353,353,17,17,17,75,75,75,0,0,0,0,0
2244,2244,731,PRK,732,ROK,1955,13,1,1954,10,11,1956,0,0,0,18,4,1,1,3,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,2,365,718,17,17,17,75,75,75,0,0,0,0,0
2244,2244,731,PRK,732,ROK,1956,13,1,1954,10,11,1956,5,3,2,18,4,1,1,3,1,1,1,1,18,4,1,0,1,1,1,18,4,1,1,3,1,3,0,3,316,1034,17,17,17,75,75,75,0,0,0,0,0
2244,2244,732,ROK,731,PRK,1954,13,1,1954,10,11,1956,0,0,0,18,4,1,1,3,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,353,353,17,17,17,75,75,75,0,0,0,0,0
2244,2244,732,ROK,731,PRK,1955,13,1,1954,10,11,1956,0,0,0,18,4,1,1,3,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,2,365,718,17,17,17,75,75,75,0,0,0,0,0
2244,2244,732,ROK,731,PRK,1956,13,1,1954,10,11,1956,5,3,2,18,4,1,1,3,0,1,1,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,3,316,1034,17,17,17,75,75,75,0,0,0,0,0
2300,2300,200,UKG,220,FRN,1893,23,12,1893,23,12,1893,5,3,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
2300,2300,220,FRN,200,UKG,1893,23,12,1893,23,12,1893,5,3,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
2302,2302,255,GMY,315,CZE,1939,12,3,1939,16,3,1939,1,2,0,16,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,5,5,14,14,0,84,84,84,0,0,0,0,0
2302,2302,315,CZE,255,GMY,1939,12,3,1939,16,3,1939,2,2,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,5,5,14,0,14,84,75,84,0,0,0,0,0
2303,2303,220,FRN,325,ITA,1937,13,8,1937,13,8,1937,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,84,65,0,0,0,0,0
2303,2303,325,ITA,220,FRN,1937,13,8,1937,13,8,1937,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0
2304,2304,200,UKG,325,ITA,1937,31,8,1937,2,9,1937,5,3,0,19,4,1,1,1,0,0,0,0,19,4,1,1,1,2,0,19,4,1,3,1,3,1,0,1,3,3,16,16,16,65,65,65,0,0,0,0,0
2304,2304,325,ITA,200,UKG,1937,31,8,1937,2,9,1937,5,3,0,19,4,1,1,1,1,1,2,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,1,3,3,16,16,16,65,65,65,0,0,0,0,0
2306,2306,95,PAN,325,ITA,1937,14,8,1937,14,8,1937,5,4,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0
2306,2306,325,ITA,95,PAN,1937,14,8,1937,14,8,1937,5,4,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,84,0,0,0,0,0
2307,2307,325,ITA,390,DEN,1937,12,8,1937,12,8,1937,5,4,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,81,0,0,0,0,0
2307,2307,390,DEN,325,ITA,1937,12,8,1937,12,8,1937,5,4,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,81,65,0,0,0,0,0
